Total_sqft,Price
2135,149
2500,100
1178,80
991,40
1493,90
2495,130
1080,31.99
814,53
1025,50
1115,61
3075,188
1900,162
1760,160
4000,150
3090,350
2700,295
1175,52.86
4235,364
1100,45
1200,175
1450,50.75
1810,131
1426,71
2400,195
1100,70
650,35
1350,47.25
900,27
1360,110
674,36.85
1655,110
1300,95
936,53
1277,92
1200,54
1015,39.08
1153,60
1035,51.5
3300,255
1150,46
1020,80
3715,212.5
1160,95
1075,31
1225,72
5000,950
1600,160
600,90
1350,60
1300,69
830,36.28
1155,69.18
3126,345
905,55
1375,75
1575,31.11
1140,33.84
1550,60
957,55
890,45
3000,235
1070,55
2400,150
2400,595
925,37
1415,60
500,80
1225,37
2000,90
840,57
1560,200
1732,112
1200,45
1260,69.9
1092,49
827,34
1357,54
650,40
1370,54.79
1725,106
1000,70
1350,55
3200,350
1717,110
700,34
800,32
2367,340
1415,65
1976,145
883,37.01
700,38
1445,50
2082,104
1140,46
933,66
800,95.5
1155,57
1130,36
1200,73.2
1055,43
1555,125
1420,62
2214,350
658,26.91
896.9,78.74
4000,750
1035,40
2064,225
1839,160
1200,44
488,20
1200,198
2760,140
993,42
1225,45
900,55
1200,150
825,32
3596,359
1350,203
1800,92
925,100
1167,63
1150,41
650,50
675,27
2260,90
720,32.39
4800,600
1100,58
550,20
1330,58
1320,160
1685,185
2400,75
1770,108
2100,125
1000,42
600,105
2916,230
1419.59,65
1400,81
750,37.49
1070,87
1536,107
1710,210
2400,196
1773.5,102.92
1342,72
1600,130
938,50
1820,99
2439,170
1665,78
1850,150
1091,40
1346,74.03
1720,224
3675,176
1060,33.95
1059,57
1299,97
1491,85
1200,85
2088,110
581,29
1296,70
1125,55
1275,70
1095,55
10000,975
1330,74
1135,60
516,39
1194,51
2250,240
770,38
3930,330
1355,54.2
3000,150
2569,175
3758,450
1116,51.91
1707,115
1200,225
1070,49
6000,410
1240,83
1300,91.65
1700,76
1383,76.18
3000,170
1200,34.65
935,45
2072,151
2200,225
615,46
1116,45
1639,107
1839,130
1300,63
625,27
933,61
2289,180
2316,125
1005,39.77
1080,38
1200,185
910,36
1200,73
1110,39.9
1142,56
4000,240
1800,204
1005,55
1626.6,133
1074,54
1230,80
660,23
1007,48
1050,74
1820,113
1100,60
1348,100
1230,66.25
1176,37.62
1590,57
1200,78
1298,65
1161,55.15
1350,175
1200,138
1285,60
1644,92.59
1819,150
1205,85
2350,300
1050,42
1270,62
1240,39.89
1221,70
840,35
1339,63
4303,300
1315,85
1250,68
850,27
1600,110
1250,62
1312,56.5
3000,134
1300,28
1990,98
760,38.5
5000,536
1614,59
1500,162
1182,60.1
1053,46.29
750,105
2000,125
1940,116
1590,105
1035,52.79
1075,53
900,55
1260,62
1200,260
1702,107
1080,65
1189,45
1035,39
1200,36
4482,852
1200,200
1300,69
1330,93.65
1210,65
1350,54.2
1900,65
1935,125
1410,90
1469,99.14
986,30
1460,87
1260,85.05
1345,39.5
980,57
1164,75
929,51
1065,70
1172,56.725
3000,265
1020,30.27
1362,62.63
672,36.85
1746,115
1025,29.6
1532,65
1200,120
1250,65
1188,39
3565,218
1170,85
1800,150
1000,35
2600,375
1200,240
2507,155
1061,34
1290,69
1200,42.6
1120,39.29
418,12
1333,50
1691,119
747,34.355
1700,250
2030,125
1012,70
1245,60
1765,118
1110,36.25
967,47.8
1044,36
1518,80
1300,57
1798,73
866.28,36.38
3410,253
1179,56
3600,510
1125,48
2098,210
2400,270
1976,92
1190,61.8
1800,192
1761,84.52
1700,120
900,70
1128,64.8
2000,85
1220,35.25
509,20
1852,122
1045,40.65
3535,215
1102,53.67
1800,82
1436,75
1397,52
1140,56
645,55
2350,325
1200,225
2050,135
1335,95
2100,200
1255,77.68
1140,59
2376,240
663,46
1276,146
1450,60.9
1400,66
1339,53.56
1220,35.23
2200,275
1305,52
1740,80
680,21
1154,47
1200,40
1155,54.5
1525,63
600,125
2470,192
1100,60
1250,65
1400,70
1600,100
1060,55
1272,50
1296,105
2100,280
1945,115
1033,30.47
2300,69
1235,52.76
2100,270
850,42.5
1880,110
2450,368
1060,52
2041,138
1050,125
1037,36.28
1150,39
1184,62
1680,126
1411,100
900,55
900,41
3500,320
1702,120
1185,45
1300,64
1545,65
1515,135
1300,55
1107,57
1720,106
1540,150
1000,44.5
710,40.42
1100,38
3200,270
900,160
1250,48
2400,130
1584.01,104
875,150
1200,60
1485,70
1100,78
1245,59
1880,154
2214,350
1050,45
600,95
1640,105
1165,65
1110,43
1200,200
4000,630
4500,150
600,65
1300,75
1200,42
1500,12.75
1232,69.61
1704,94.36
1275,88
1222,68
1155,39
1000,29.95
1200,45
1517,71.28
1166,37.29
870,24
4000,170
1350,230
3019,190
1345,58
900,75
3800,170
971,38
1255,52.32
1810,65
1300,58
1185,45
1350,68
1590,76.16
3000,180
1560,149
1650,126
1645,87
1748,103
1200,67.77
1170,50
3420,225
1320,65
1610,84.53
1870,180
1510,110
2700,110
1305,45.68
1500,70
1149,130
1948,129
1448,70
1242,78
1268,58
1101,50
1255,65
1362,62.63
984,140
1089,32.67
800,95
1345,57
3600,125
1650,140
950,45
1068,43
860,31
3000,130
1756,66.73
1205,41
1120,155
1800,125
8321,2912
1604,68
2732,204
1015,25.88
1200,42
1010,38
1250,170
1010,41
1050,33.1
1710,85
1248.52,115
410,10
1656,62.93
1451,68
1200,175
1250,93
4395,240
4600,650
1340,42
1100,38.5
6000,700
1700,71
1200,150
1096,43
1160,33.5
1936,139
1269,63
3500,630
1586,125
1376,124
1452,56.5
1538,107
1427,130
935,40
1220,65
1197,77
674,19.9
410,15
1573,90
1135,58
1400,40.43
1200,65
1800,95
2045,108
1268,56
883,39
1600,100
1056,70
1200,105
4500,330
1204,58
1410,54
1460,80.3
1100,41.18
1310,88
1600,90
1250,55
1665,74.93
1345,57
2000,240
1416,67
1145,46
7200,200
1231,58
1664,73.95
2000,76
972,43
4500,345
1185,47.39
1750,81
3155,316
1007,68
1700,200
1250,85
1200,54
994,42.28
1150,40
1220,46
1441,115
1157,47.32
1300,150
1400,105
1370.07,65
1200,130
900,40
418,17
1200,80
1200,43
1062,42.48
1120,51
1012,44
1500,200
950,180
675,13.5
1430,78
1195,56
2640,150
1075,42
1570,75.99
782,85
1011,59
1450,102
1129,69
1126,36
1200,110
1180,45
600,125
940,45
1933,140
1082,64
2400,250
610,28
1560,160
1300,77.99
3850,205
1125,46
2400,107
777.4,25
2500,65
1798,150
1864,120
1115,51.91
400,25
1200,70
992,24.8
950,57
1500,185
1200,62
1735,70
1750,172
1009,56
1470,102
1527,115
985,45
3300,135
1277,77
1100,62
1820,140
1530,87
1886,205
1200,190
1880,110
1255,52.35
700,36
1140,46
1025,29.6
3453,247
1490,59.6
1200,165
1850,140
1250,78
2400,108
3522,716
1244,88
623,75
1025,28.57
1034,38
1191,33.34
1719,71
1035,39.33
1500,230
1470,84.22
1140,50.66
1752.12,125
600,80
600,84
2990,170
1660,85
1275,63.43
1365,52.81
1200,90
2546,170
1392,69.46
1245,59.76
1200,65
1162,64.08
1476,73
700,21.5
3600,170
943,48
1150,170
1113,44.5
1615,69.43
1279,100
1256,60
1805,280
1350,65
1525,68.63
1357,123
1645,117
1777.26,92
845,32
900,25
1210,64.15
829,22.8
1879,155
1250,50
1200,35
1108,60
1401,69
1157,75
1185,42.66
1751,115
1550,250
1880,96.5
1322.5,40.985
1175,38
1407,98.49
1000,50
1518,75
3600,300
1027,67
3730,430
1145,46
1260,113
1500,47.25
1737,57.32
3517,161.5
1600,120
1500,135
1120,60
1200,240
1030,46.5
2500,88
1057,35
2774,208
1460,38.5
1075,53.7
1080,60
3626,788
5100,225
1139.7,45
1074,42.8
1200,46.13
2425,175
1323,74
1232,69.61
900,40
740,23.65
1920,134
1559.626694,170
1550,96
1588,90
2300,240
3600,165
1308,86
1340,54.27
3280,450
2170,265
1719,135
1107.83,41.51
1200,45.84
1090,31.48
1500,210
1660,104
1247,58.56
1595,96
1175,50
1200,135
1184,78
1100,55
935,78
1200,60
2400,408
1000,45
1000,52
1705,85
1060,58.3
2325,120
1347,55
1200,250
1402,95
2280,125
1225,71.05
1080,53
4000,90
1919,300
1100,42.6
2500,225
1200,78
1565,57.91
1200,78
1581,76
2882,200
1440,97
2180,273
7000,450
985,38.92
950,35
1339,55
1449,72
1200,180
1100,38.68
1003.5,28.095
2700,200
1100,55
1140,32.92
3009,330
3300,310
800,30
2000,65
1200,190
1300,95
1220,60
2289,178
1170,56
1350,89.5
883,45
1698,125
2187.5,105
1060,58.5
1185,75
2051,180
1404,72
1252,67
1885,125
3381,225
980,42
2500,340
1420,66
1166,135
2312,156
3000,130
1175,70
1145,51
970,52.5
1125,32.49
1639.5,92.63
5000,300
2150,240
1635,57
3425,320
2950,253
1200,66
1335,73.43
4450,449
1166,64.08
2390,372
1460,90
1690,50
1386,93
1090,32
1732,85.73
1390,72
1095,85.41
416,17.19
2400,50
1350,85
1453,73
1226,65
784,165
1168,68
1776,124
1634,68
860,56
2800,400
1650,95
1190,70
1133,33.99
1559,62
1448,118
6652,510
976,50
1350,240
1590,54
2940,201
1633,110
1151,46
1400,42
1037,36
1188,36
1060,52
2215,162
1255,54.5
2500,300
1075,53.7
2569,180
900,27
1183,79.54
1100,44
1643,70
1500,120
1291,75
1150,80
1060,55
1575,110
1200,160
1700,55
1236,58
1350,39
2475,326
3800,175
4694,375
1200,34.66
1200,75
1225,56
1056,75
1240,42.85
1200,74.52
1850,110
3150,180
1200,39.82
1018,150
3520,460
1185,30.22
918,56
1330,68
1540,70
1200,80
927,37
2585.5,115
1400,78
1345,106
1900,400
1510,80
302,25
525,27
1500,61.52
827.5,42.535
1100,72
1200,68
1100,53
2282,115
760,37.49
2172,100
3800,390
600,72
3300,165
1242,51
410,48
1245,43.58
1088,44
1200,46
1995,100
1309,82
1717,200
2100,200
880,90
1200,95
1250,42
3520,240
1041,54
1505,60
1776,150
1767,89
1293,80
1320,50
1280,68.48
1245,83.05
1027,44
1200,46.17
1100,58
1065,72
1814,129
1610,112
850,78
1600,79
3200,140
1250,77.13
1243,46
1452,60.98
1475,75
1353,75
2100,210
1750,58
4800,550
1270,96
2700,75
1200,270
2695,188
1330,65
660,18
1400,90
4000,195
1700,75
1585,90
1385,67
1128,67
60,218
1200,200
1203,60
905,35
1450,79
1105,38
1200,46.13
1530,89
1105,35.4
1333,78.56
1065,45
1350,8.44
1243,46
1530,76.34
1200,65
1270,94
1830,89
900,35
2400,250
7000,560
1450,78
1525,65
1080,67
1220,72
1200,44.4
1355,73.17
2400,348
1500,60
1355,95
1070,57
1980,180
842,30
700,31.2
2500,65
1884,95
1100,75
1196,40.54
1820,85
1200,145
1185,43.5
2145,170
1220,89
1116,51.91
1192,75
1449,110
2500,250
1700,90
1920,150
1350,90
4800,350
1700,74
1447,76
1329,107
1314,70.44
1200,110
1214,220
1513,103
1559.626694,80
1246,67.5
705,65
1220,62
1800,45
1400,75
1245,80
1495,63
2000,275
996,36.5
1000,44
1250,75
975,24.86
1261,80
1080,46
1230,50
982,25.53
1260,49.36
1590,135
1220,39
1320,38.12
1750,105
1436,62.15
1200,66
1500,140
1560,90
3758,300
1275,59
1040,36.4
2400,115
1500,230
3150,212
1960,165
3200,309
1195,100
1195,53.105
4500,145
450,70
4304,699
648,40
2100,130
4209,602
1027,44
1575,250
1365,52.82
650,18
1200,52
1100,90
1075,57
1100,63
1320,58
1500,65
1200,150
1125,126
1246,67.5
1718,90.2
1075,32
1480,75.48
500,13
2400,325
1200,125
1041,36.44
1128,48.4
1685,90
1180,65
1200,60
1250,39.5
900,41
1000,45
600,80
600,82
1404,70
1610,115
1760,85
975,55
1190,42
1110,46
2415,399
1235,44.5
1275,55
1115,115
1197,76
644,32
1251,47
1105,30
1080,38
2100,114
1600,200
1731,64.11
1206,55
1560,78
750,47
1035,90
1200,150
702,35.8
1700,65
1145,68.5
1208,43.5
1589,74
560,22
1426,61.5
1885,135
935,37.77
1171,73
1465,60
1820,95
1580,66.85
1452,46.29
1445,89.56
1170,39
1070,50
1100,53
1140,56
2600,160
1532,59.75
1150,46
1473,85
1350,80.99
4040,500
1980,166
1660,128
2456,85
650,45
4000,425
2475,340
1495,90
1080,48
1521,57.5
1053,51
2406,289
800,115
1050,42
1430,51.48
2400,12
1250,39
1200,75
840,150
1000,39.5
1630,68
985,40.5
1200,70
1650,100
1670,59
1200,205
1240,110
1000,60
830,26
1200,56.1
9600,2736
2500,122.5
1140,43
1635,85
1120,70
2750,200
1760,185
2137,110
973,50.74
1724,146
1020,40.79
1200,375
750,35
883,49
660,76
2787,220
1470,60
891,24.95
1275,76
1787,120
1730,75
1320,110
1692,108
1400,69
1115,50
1370,56
1602,56
793,40
675,35
3250,136
1050,43
1035,42.5
1200,44
1800,128
1625,70
1032,31.99
1496,71.81
1100,38
1500,50
1125,32.63
1555,73
1025,42
1482,83.73
1630,130
900,44.5
1355,75
2360,601
1200,45
1563,63
1344,84
3000,400
812,42
1200,70
3175,156
1360,101
1835,88
1756,110
1296,51.83
1300,75
1141,50
1270,50.79
1210,55
1310,67
1356,139
1187,55.195
1745,140
1200,125
1050,37
2400,500
1140,34
1210,54
2035,142
633,17.09
485,19.5
1112,40
1200,82
2275,187
1419,85
1195,42.4
2020,270
1047,91
1884,117
1200,149
905,58
1500,108
850,50
1125,32.49
1165,59.8
933,55
1305,77
1125,65
865,33
1245,66
8840,300
1145,60
2000,90
625,43.68
1724,128
400,75
1270,54
1250,39.5
1485,72
823,80
990,50
1200,66
1185,59
1140,78
1950,120
1756,125
2600,300
520,14.04
1025,48
1216,72
1026,60.8
3335,300
2700,125
1411,60
1320,39.6
1320,50
615,110
1804,155
1140,46
1200,105
2375,189
1750,120
960,130
1152,55
965,54
1684,120
1672,86
1075,60
1500,95
1464,56
1420,99.26
750,40
1169,64.08
1290,62
1160,40.6
2800,95
1500,70
1850,180
1300,46
1310,37.84
2750,550
2150,170
5100,300
1300,69
1875,110
1260,82
2500,100
1241,64
1025,45.5
1500,218
1070,60
815,40
2000,105
1400,190
1740,175
5667.5,300
1216,70
2200,190
3500,450
970,105
3150,375
1200,62
1026,50.18
450,20
1205,45.79
1368,87
420,12.5
1270,42
614,28
1050,58
1408,58
1223,42.81
1507,80
1160,57
1200,70
960,50
1021,46
2162.03,129
1065,36
400,10.25
1465,75
900,41
1800,95
1175,83
6729,900
1500,360
1050,59
1400,40.43
1650,150
1827,97
1930,122
883,37
550,16.75
1400,40.44
1350,310
1290,38.69
1021,59
1158,55
1200,99
1400,135
2400,200
1200,57.9
1520,125
777,38.46
2710,177
1150,57
1101,37
1200,110
1252,92
1650,85
1270,80
992,70
2000,85
893,34.5
1075,41.49
3200,150
1190,42
800,60
1814,63
1400,98
1400,252
1344,56
5400,475
1843,95
1138,32
1495,70
880,19
1396,74
1610,119
1050,55
1410,43.71
1050,37.8
1310,85
1104,58
1165,67
1027,44
1310,60
1052,52
1464,56
1000,45
2240,300
1150,38.08
2019,70.67
986,31
1350,145
800,140
1893,95
1318,56
1325,58
800,33
1300,42.25
1300,60
1010,52
1260,75
2500,170
1520,165
1665,85
1800,80
1197,75
1050,45
910,194
1241,68
1567,62
1747,110
1475,55
600,70
1524,400
980,51
966,58
2360,185
1112,62
550,16
1760,90
1830,113
1175,67.77
1175,41
1025,45
1232,80
1010,57
1273,60
1590,102
1100,58.5
1252,65
2615,222
1200,140
1322,77.9
1000,60
1755,117
1135,46
1200,180
1200,125
1260,85.5
3250,395
3500,550
1200,110
1100,53
1305,65
1236,50
1125,45
1075,32.25
2000,85
772,60
2999.97,110
1150,42
1440,240
1085,43.4
1785,165
2475,300
1930,120
600,70
800,45
2450,110
1200,120
1920,122
1085,34.2
760,50.4
1201,80
1615,97
1289,70
1991,100
1377,80
2880,560
1892,200
2176,348
663,32.82
1165,33.65
3554,340
1260,45.5
1095,39
1050,65
1176,50
1801,115
1315,55
1194,46
2400,125
1308,53
4250,610
1806,116
3671,220
2144,140
1065,33.75
1205,67
1160,40.58
750,90
1194,47
1200,56.53
1681,69
1130,32.64
3633,335
1843,90
1065,30.75
1885,85.52
1500,45
1210,69
1126,39.4
1357,59
1451,46.4
1600,185
950,55
960,48
1625,92
2200,150
1607,112
900,46.29
1080,38
2300,250
1708,64.05
2500,185
1690,116
2100,145
1269,97
1243,46
1890,84
1165,33.64
1196,56.81
1194,47
1630,110
1063,42.52
1025,39.98
1067,38
1299,89.63
1343,76
1330,44
1524,72
2236,153
2955,235
1410,45.12
1581,76
1205,79
1270,95.25
1353,110
1200,68
1250,70
1950.2,261
1157,69
825,35.475
1000,40
602,33
3000,900
1108,66.46
1040,68
1451,87
1196,40.54
850,37.32
2171.66,298
900,40
720,33
1573,115
1026,60.8
1400,78
1400,40.44
2100,147
1150,48.5
1500,88
2400,380
1200,240
1790,105
1125,75
1830.5,84.205
1100,50
1559.626694,51
1105,57
1110,46.5
708,41
1027,44
1600,100
3122,250
1205,37
1450,73
750,125
540,22
1200,42
1200,260
1837,95
1346,76.01
1012,68
1950.2,193
1125,55
1500,60
1197,79.9
1230,31.37
1100,47
1563,52
2240,700
3729,384
1600,120
1715,120
2400,180
1151,42.5
1200,220
1123,60
1276,69.5
1315,77
1270,50.79
1325,52
1600,63.2
1660,104
1299,58
953,90
1457,60
1000,65
1100,76.3
1075,33.53
1450,51
5515,425
950,40
1200,180
1013,60
1140,56
2100,220
1430,61
600,95
1600,77
1190,48
1625,95
1210,53
1615,150
1180,85
1500,91
850,45
1130,55
907,38
1300,90
1891,110
1735,78
1075,33
1559.626694,75
2040,123
1590,57
1600,140
1160,55
930,55
1010,58
1221,68
2400,470
1108,87.48
1000,120
1370,70
920,41.5
1277,79.89
1213,38.1
1653,85
2400,140
3000,500
1600,250
1321,40
1570,68
1150,70
1053,44
1325,56
1169,50.11
1274,90
1317,52
1195,75
2858,137
940,35
1820,95.5
1450,53.6
1615,96.9
2200,99
985,62.5
1116,33
656,25
1105,39.5
1220,55
1400,74
2400,185
850,63
1000,35
1660,80
1330,57
1165,52
1153,56
1270,45
1070,38
1427,85
1420,95
1600,130
2031,200
1454,90
1116,48.76
2000,180
1346,74.03
1062,50
700,25.5
1405,99
1100,50
2153,120
1200,120
2135,170
1125,47
1350,47.25
1068,48
940,32.9
1063,32.79
1382,84.5
936,45
1400,60
475,26
1200,115
1450,65
1162,52
1161,48.75
1623.29,105
1260,70
1672,190
3000,240
1500,70
705,34.545
1650,200
2000,200
1675,241
1200,150
1100,46.2
1400,56
2257,155
1153,56.5
1197,56.86
1150,90
595,40
1837,110
3750,190
1830,91.86
1715,115
970,35
1200,148
2700,95.75
5480,400
2400,135
3040,135
1168,66
1160,36.54
1500,75
600,72
1200,250
850,25.4
935,39
1200,235
654,49
1650,180
5656,499
1300,33
950,60
1250,54
1072,42.87
1425,65
1165,42.09
1390,69.49
1510,78
1305,90
1200,170
866,32
1231,84.5
1360,45
2500,138
1140,55
525,30
1295,64.5
1020,45.75
3504,262
1200,50
1100,41
4723,500
820,37
3508,386
3700,400
1354,70
2453,250
1154,51.8
1680,92
1205,60
1400,86
1625,150
1500,73
1520,80
1300,65
1150,47
1762,109
1153,58
2650,223
1350,47
950,56
3295,310
1515,80.5
1100,30
1250,65
1200,120
2500,95
1200,100
1355,51.5
1115,39.14
1275,45
2051,170
1470,99
1550,70
1270,73
2119,111
1600,170
1320,50
2505,165
1410,54
1200,70
1705,86.96
995,48
1081,52
1194,46
605,30.24
567,25
1718,275
1410.5,70.385
600,135
1715,105
3206,270
1500,235
1846,120
600,90
1015,56
4350,2600
1100,36
1965,125
1021,45.9
1230,67.65
1260,55
2400,700
1894,114
1500,233
1950,131
1231,66
1236,58
1800,120
1650,135
750,88
1443,70
886,120
925,68
1305,33.28
1190,46.41
1284,53.36
350,45
875,115
1325,59
2400,750
1183,79.54
1750,100
16335,149
747,27
1342,90
1113,52
1738,110
1206,90
2790,198
1162,59
1194,46
1857,155
3500,115
1763,240
1150,45.99
2400,550
1290,72
3408,145
900,145
1150,70
1040,109
1160,64.08
900,27
1750,185
1320,38.12
2240,160
891,26
1000,80
1852,125
1323,42
1404,67.5
1370,60
1385,48.48
1129,50
1876,150
1720,95
1200,80
1175,86.68
500,51
1200,85
1200,295
1893,130
1430,52
850,45
1392,110
1938,105
1020,52
2400,360
1832,160
1423,85
1432,85
1350,235
1500,270
1480,65
1843,96.2
760,95
1916,150
1255,55.5
1160,44.08
2640,170
1160,53
1200,80
1100,44
1500,100
1336,50.35
1065,46
1294,115
1550,68.5
1216,75
1005,40
1430,102
4100,660
1660,125
1430,56
1470,75
1045,76.77
4225,359
950,30
1382,65
930,46
1660,116
1290,71.95
1010,45
3050,130
1200,71
1650,140
1636,88
2367,320
1153,56.55
2087.01,160
1200,47
1844,89
1559.626694,110
1215,43.75
1194,57
1220,52
3150,150
525,26
955,37.97
2000,75
884,48
1250,68.75
7000,135
2400,300
2990,225
1195,52
2559,55
1200,33
984,45.75
1089,40
1165,52
410,10
1482,110
1200,68
1938,113
1166,34.97
1275,55.46
1140,43
3734,430
720,28
1200,228
1100,90
1162,98.77
540,35
1550,73.5
1300,145
1200,130
1220,60
964,62
1500,50
1347,44
5000,250
3000,140
1120,42.5
600,22.8
2321,157
540,24
1150,57
1484,75
1680,68
620,23
1650,78
1250,44
2072,108
1105,40
1200,60.5
3100,145
4007,530
550,16
1340,53.6
2409,395
1194,46
1246,65
1055,75
1541,69.61
1370,88
1224,75
650,58
883,39
1676,92.13
1154,57
1610,78.5
1057,42
1157,65
1200,85
1500,130
980,35
1140,40
1206,40.7
575,16.75
1600,170
2400,500
1300,52
1270,35.56
1128,63.5
640,45
2400,185
1200,66
1090,38.15
589,29
1125,28.13
1140,50.66
3150,500
1315,74
1559.626694,150
1435,115
1092,44
1314,80
1260,100
1875,192
1080,49
4000,160
1082,45
1150,65
1052,34.72
1045,45
1442,80
1500,75
497,20
1255,53.57
1432,79
2100,150
1450,80
1346,69.61
1200,29
925,49.82
1160,49
1768,81.31
1094,54
1500,90
1745,130
2875,85
3500,425
1550,50
2340,160
1655,113
2024,103
3100,425
1575,100
1920,130
6200,744
1082,55
1265,55
1100,45
1160,65
1246,67.4
615,43.08
1128,60
1260,55
1830,89.89
1525,68
602,30
3000,400
1835,89
1250,62.6
1200,110
1855,96
1450,60.91
2089,148
1464,56
4800,200
1200,44.73
1095,45
2900,297
2500,345
1170,80
1280,88
1224,105
1694,125
825,30
1612,98.38
985,25.12
1175,75
600,24
1740,85
1770,99
1000,260
1090,46
2295,650
4144,331
1800,130
1221,65
1046,48
1290,56.12
1065,30.76
1850,121
1097,49
1200,70
2160,170
1140,52
1297,98
1150,50
1375,45
1245,58
4750,948
1800,180
1594,140
1200,66
645,16.45
700,36
2500,650
1000,50
4000,540
1160,42
1200,85
600,140
1570,95
1290,88
1200,44.4
2777.29,649
2250,180
1270,172
1145,44
1320,46
1065,30.75
1650,48
1371,86
2700,150
1575,94.5
1362,66
3210,353
1255,90
925,35
1088,30.46
1234,80
2140,139
1584,101
1175,50
1555,52
645,16.45
1585,79
1354,71
1165,45
1200,75
1740,137
1200,185
985,50.17
1200,36
600,70
1340,47
1583,95.23
1200,325
1200,180
1122.5,61.74
1573,100
1227,42.88
1210,60
1650,125
1000,300
1485,63
1735,97
1730,175
1684,86
1686,77
1654,82
1600,105
1100,39.9
1655,95
1830,121
1430,85
1989,155
1044,55
1426,85
1115,50
1000,29
754,69.99
1140,33.06
900,35
1200,50
580,45
1200,66
1030,50.36
1910,150
1950,132
1724,125
1200,130
1314,225
1400,65
1400,68
1115,44.6
1300,55.86
2400,150
1332,108
1000,41
1200,67.75
2444,145
1070,48
1600,85
1196,57.95
1025,54
1220,56
2180,180
1600,102
1270,110
3290,460
1932.47,183
2086,160
1165,51.42
1310,63.25
1440,165
1900,85
740,22
2503,138
1075,60
1260,83.5
1282,48.72
1100,60
1717,125
1088,46
1335,56
1200,42
1325,60
1157,73
2283,121
1200,54
1510,65
1050,54
1200,45
1516,147
2400,475
1050,44.41
1000,66
1050,35
600,110
1194,65
600,62
1210,69
1660,110
1410,125
1305,67
1800,101
1206,53
883,49
1150,55
1100,65
1245,125
1850,110
3385,220
2150,85
3895,390
1035,55
600,72
1200,75
1155,69.18
1200,235
755,30.12
960,35
450,20
4000,680
1571,53.12
1691,119
1489,70
800,32
980,60
1215,65
911,26.5
1535,90
1200,205
1500,70
1588,58
675,68
957,56
1200,34.65
1495,52.33
845,34
3000,350
2206,180
1181,61
1309,69.5
1400,63
1650,450
1622,95
1225,48
1719,95
995,40.8
1120,53
1047,75
1466,59.96
1691,100
876,28.47
1659,135
1270,105
1269,50.75
1200,80
1153,56.5
1315,69.5
2485,198
1354,85.86
1344,130
1180,55
1313,68
1100,50
600,78
1200,190
625,78
890,37
1173,78.2
1190,55
1250,75
1644,80.51
1740,150
1710,110
1000,130
1662,155
1162,48
1362,85
540,22.5
1533,75.885
900,62
1250,135
1410,54.99
2665,125
970,45
1799,101
1500,300
1200,155
1810,97.83
1084,51
1500,85
1328,56
1485,90
1500,58
1100,85
1360,73
900,75
600,86
1031,54.48
955,38.19
1040,36.4
2800,110
1404,56.15
1200,46
1267,78
1510,110
900,42
1457,105
3596,268
1408,80
1005,45
30400,1824
545,28
1182,64
2038.5,122
1367,80
1200,200
1100,199
1565,78
1720,128
1107,44
1360,78.19
625,25
1701,145
1350,120
1016,39.95
1500,90
900,45
1500,150
2292,285
1280,42
1750,263
1500,70
1500,64.5
1245,59
1025,44
1945,135
1640,245
1348,80.5
1100,55
1616,40
1855,135
1255,56.5
2040,500
2400,228
1195,59
1022,35
760,98
1264,52
1650,115
1020,40.8
4395,242
950,25
2710,142
1936,131
1075,58
1223,93
1500,61.9
1050,42.73
2100,190
1200,240
1650,130
1495,78
1500,82
1605,260
1270,52
1081,60
1600,140
1596,118
600,65
1557,70
1410,68
1984,148
1196,60
2259,112
1720,100
600,99
1256,62.8
1243,46
1310,37.83
1140,57
1600,260
1790,120
1335,72.76
1674,81
1200,100
1786,79.99
770,65.25
1035,47
1564,103
1334,67.76
7150,3600
1365,53.96
1115,50
1020,42.48
1369,72
1240,41
600,100
1418,62
2250,219
500,20
1020,39
1290,70
1500,90
1290,62
1881,115
943,49.5
1140,32.93
1035,60
1500,71
5665.84,988
1232,94.28
1290,56.12
2610,306
1576,58.7
980,41
4000,440
1346,74.03
1181,55
6652,660
1307,59
1215,49.86
1180,80
600,55
1115,50
1025,43.04
1910,131
1200,50
2920,536
1349,98
1175,60
1150,40.25
935,32.72
1404,59
2700,230
1203,60
440,35
1571,63
1125,46
610,18.5
1198,80
1200,65
1200,45
6688,700
1830,95
1432,61.11
2300,70
1331.95,69
1876,160
1639,107
1200,125
1665,74.9
1140,50.66
2093,134
1450,60.9
1330,46.56
1200,350
1800,84
2872,183
1486,65
1425,54
1255,42.54
750,19.5
1225,58
1274,90
4600,150
1350,80.99
1100,64.08
1760,139
1200,110
1800,65
1095,28
1140,46
1530,64.86
1724,140
1058,47
1464,56
1975,90
1112,58
1600,90
1648,85
1100,32
509,23
2265,159
1200,46
530,18
1010,41
1150,45
1340,75
1850,98
907,40
1688,280
1160,130
1600,65
1800,140
3596,251
1464,56
1295,62
1012,62
1000,48
1010,32
1379,85
1121,75
1200,75
3124,349
1246,47.35
1420,90
600,65
1090,55
1355,73
1425,94
4000,110
1700,111
2099,134
1330,210
1520,69.76
1490,140
1000,50
1291,72.3
1339,67
1330,56
9200,2600
1200,140
1650,130
8000,2800
1125,44.75
1310,62
1096,40
814,43.7
3500,275
1140,44
1480,75
4000,370
1500,78
1850,89
745,36
613,48
1200,325
1470,85
896,100
250,40
1200,125
1160,45
1590,132
520,15
1178,75
1360,64.99
1155,64
520,14.04
1615,150
6000,215
